020150011001,BUGUEY MUNICIPAL HEALTH OFFICE
20150011001,BUGUEY MUNICIPAL HEALTH OFFICE
020150012001,RHU ALLACAPAN
20150012001,RHU ALLACAPAN
020150013001,SANTA TERESITA MUNICIPAL HEALTH CENTER
20150013001,SANTA TERESITA MUNICIPAL HEALTH CENTER
020150014001,DR. ALFREDO M. REYES SR. MEMORIAL CLINIC
20150014001,DR. ALFREDO M. REYES SR. MEMORIAL CLINIC
020150015001,RURAL HEALTH UNIT OF AMULUNG
20150015001,RURAL HEALTH UNIT OF AMULUNG
020150016001,BUGUEY SUPER HEALTH CENTER
20150016001,BUGUEY SUPER HEALTH CENTER
020150017001,TUAO RURAL HEALTH UNIT - I
20150017001,TUAO RURAL HEALTH UNIT - I
020150018001,RURAL HEALTH UNIT OF SANTA ANA
20150018001,RURAL HEALTH UNIT OF SANTA ANA
020150019001,MUNICIPAL HEALTH OFFICE OF ALCALA
20150019001,MUNICIPAL HEALTH OFFICE OF ALCALA
020150020001,BALLESTEROS RURAL HEALTH UNIT
20150020001,BALLESTEROS RURAL HEALTH UNIT
020310001001,CAUAYAN DISTRICT HOSPITAL
20310001001,CAUAYAN DISTRICT HOSPITAL
020310002001,GOVERNOR FAUSTINO N. DY SR. MEMORIAL HOSPITAL
20310002001,GOVERNOR FAUSTINO N. DY SR. MEMORIAL HOSPITAL
020310003001,CITY OF ILAGAN MEDICAL CENTER
20310003001,CITY OF ILAGAN MEDICAL CENTER
020310004001,TOMAS-CACAL MEDICAL CLINIC AND HOSPITAL
20310004001,TOMAS-CACAL MEDICAL CLINIC AND HOSPITAL
020310005001,PADRON-TIBIO MEDICAL CLINIC
20310005001,PADRON-TIBIO MEDICAL CLINIC
020310006001,SAN MATEO MULTICARE HOSPITAL INC..
20310006001,SAN MATEO MULTICARE HOSPITAL INC..
020310007001,LUCAS-PAGUILA MEDICAL HOSPITAL INCORPORATED
20310007001,LUCAS-PAGUILA MEDICAL HOSPITAL INCORPORATED
020310008001,"ISABELA DOCTORS GENERAL HOSPITAL, INC."
20310008001,"ISABELA DOCTORS GENERAL HOSPITAL, INC."
020310009001,DAYOS-PASCUAL MEDICAL CLINIC
20310009001,DAYOS-PASCUAL MEDICAL CLINIC
020310010001,"ISABELA UNITED DOCTORS MEDICAL CENTER, INC."
20310010001,"ISABELA UNITED DOCTORS MEDICAL CENTER, INC."
020310011001,CABAGAN RURAL HEALTH UNIT
20310011001,CABAGAN RURAL HEALTH UNIT
020310012001,MUNICIPAL HEALTH OFFICE - JONES
20310012001,MUNICIPAL HEALTH OFFICE - JONES
020310013001,LUNA MUNICIPAL HEALTH CENTER AND BIRTHING FACILITY
20310013001,LUNA MUNICIPAL HEALTH CENTER AND BIRTHING FACILITY
020310014001,BENITO SOLIVEN RURAL HEALTH UNIT
20310014001,BENITO SOLIVEN RURAL HEALTH UNIT
020310015001,CABATUAN SUPER HEALTH CENTER
20310015001,CABATUAN SUPER HEALTH CENTER
020310016001,ALICIA RURAL HEALTH UNIT
20310016001,ALICIA RURAL HEALTH UNIT
020310017001,CITY HEALTH OFFICE - I
20310017001,CITY HEALTH OFFICE - I
020310018001,QUIRINO RURAL HEALTH UNIT BIRTHING CENTER
20310018001,QUIRINO RURAL HEALTH UNIT BIRTHING CENTER
020310019001,BURGOS RURAL HEALTH UNIT AND BIRTHING CENTER
20310019001,BURGOS RURAL HEALTH UNIT AND BIRTHING CENTER
020310020001,CITY HEALTH OFFICE III
20310020001,CITY HEALTH OFFICE III
020310021001,SAN MARIANO RURAL HEALTH UNIT AND BIRTHING CENTER
20310021001,SAN MARIANO RURAL HEALTH UNIT AND BIRTHING CENTER
020310022001,SAN MANUEL RURAL HEALTH UNIT BIRTHING CLINIC
20310022001,SAN MANUEL RURAL HEALTH UNIT BIRTHING CLINIC
020310023001,RURAL HEALTH UNIT -DELFIN ALBANO
20310023001,RURAL HEALTH UNIT -DELFIN ALBANO
020313501001,SOUTHERN ISABELA MEDICAL CENTER
20313501001,SOUTHERN ISABELA MEDICAL CENTER
020313502001,FLORES MEMORIAL MEDICAL CENTER
20313502001,FLORES MEMORIAL MEDICAL CENTER
020313503001,"ADVENTIST HOSPITAL - SANTIAGO CITY, INC."
20313503001,"ADVENTIST HOSPITAL - SANTIAGO CITY, INC."
020313504001,SANTIAGO MEDICAL CITY
20313504001,SANTIAGO MEDICAL CITY
020313505001,SANTIAGO CITY HEALTH OFFICE
20313505001,SANTIAGO CITY HEALTH OFFICE
020500001001,NUEVA VIZCAYA PROVINCIAL HOSPITAL
20500001001,NUEVA VIZCAYA PROVINCIAL HOSPITAL
020500002001,REGION II TRAUMA AND MEDICAL CENTER
20500002001,REGION II TRAUMA AND MEDICAL CENTER
020500003001,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE
20500003001,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE
020500004001,"SALUBRIS, INC."
20500004001,"SALUBRIS, INC."
020500005001,RURAL HEALTH UNIT OF BAYOMBONG
20500005001,RURAL HEALTH UNIT OF BAYOMBONG
020500006001,SANTA FE MAIN HEALTH CENTER
20500006001,SANTA FE MAIN HEALTH CENTER
020500007001,AMBAGUIO RURAL HEALTH UNIT
20500007001,AMBAGUIO RURAL HEALTH UNIT
020500008001,SOLANO RURAL HEALTH UNIT WITH LYING-IN CLINIC AND LABORATORY
20500008001,SOLANO RURAL HEALTH UNIT WITH LYING-IN CLINIC AND LABORATORY
020500009001,KASIBU RURAL HEALTH UNIT
20500009001,KASIBU RURAL HEALTH UNIT
020570001001,QUIRINO PROVINCE MEDICAL CENTER
20570001001,QUIRINO PROVINCE MEDICAL CENTER
020570002001,NAGTIPUNAN RURAL HEALTH UNIT &AMP; BIRTHING CENTER
20570002001,NAGTIPUNAN RURAL HEALTH UNIT &AMP; BIRTHING CENTER
020570003001,AGLIPAY RURAL HEALTH UNIT
20570003001,AGLIPAY RURAL HEALTH UNIT
030080001001,FREEPORT AREA OF BATAAN GENERAL HOSPITAL
30080001001,FREEPORT AREA OF BATAAN GENERAL HOSPITAL
030080002001,MARIVELES MENTAL WELLNESS AND GENERAL HOSPITAL
30080002001,MARIVELES MENTAL WELLNESS AND GENERAL HOSPITAL
030080003001,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER
30080003001,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER
030080004001,MAHESECO MULTIPURPOSE COOPERATIVE
30080004001,MAHESECO MULTIPURPOSE COOPERATIVE
030080005001,"ORION ST. MICHAEL HOSPITAL, INC."
30080005001,"ORION ST. MICHAEL HOSPITAL, INC."
030080006001,"CENTRO MEDICO DE SANTISIMO ROSARIO, INC."
30080006001,"CENTRO MEDICO DE SANTISIMO ROSARIO, INC."
030080007001,DINALUPIHAN RURAL HEALTH UNIT 6
30080007001,DINALUPIHAN RURAL HEALTH UNIT 6
030080008001,DINALUPIHAN RURAL HEALTH UNIT 4
30080008001,DINALUPIHAN RURAL HEALTH UNIT 4
030080009001,DR. ALFREDO V. RIVERA SR. RURAL HEALTH CENTER
30080009001,DR. ALFREDO V. RIVERA SR. RURAL HEALTH CENTER
030080010001,DINALUPIHAN RURAL HEALTH UNIT 5
30080010001,DINALUPIHAN RURAL HEALTH UNIT 5
030080011001,BALANGA CITY HEALTH CENTER II
30080011001,BALANGA CITY HEALTH CENTER II
030080012001,SAMAL SUPER HEALTH CENTER
30080012001,SAMAL SUPER HEALTH CENTER
030080013001,MARIVELES RURAL HEALTH UNIT IV
30080013001,MARIVELES RURAL HEALTH UNIT IV
030080014001,MARIVELES RURAL HEALTH UNIT III
30080014001,MARIVELES RURAL HEALTH UNIT III
030080015001,HERMOSA LYING IN AND HEALTH CENTER
30080015001,HERMOSA LYING IN AND HEALTH CENTER
030140001001,MAYOR ISAGANI C. PASCUAL HOSPITAL
30140001001,MAYOR ISAGANI C. PASCUAL HOSPITAL
030140002001,GREGORIO DEL PILAR DISTRICT HOSPITAL
30140002001,GREGORIO DEL PILAR DISTRICT HOSPITAL
030140003001,NORZAGARAY MUNICIPAL HOSPITAL
30140003001,NORZAGARAY MUNICIPAL HOSPITAL
030140004001,JONI VILLANUEVA GENERAL HOSPITAL
30140004001,JONI VILLANUEVA GENERAL HOSPITAL
030140005001,BULACAN MEDICAL CENTER
30140005001,BULACAN MEDICAL CENTER
030140006001,LA CONSOLACION UNIVERSITY GENERAL HOSPITAL
30140006001,LA CONSOLACION UNIVERSITY GENERAL HOSPITAL
030140007001,"MEDICA LA SAGRADA FAMILIA, INC."
30140007001,"MEDICA LA SAGRADA FAMILIA, INC."
030140008001,"ST. PAUL HOSPITAL BULACAN, INC."
30140008001,"ST. PAUL HOSPITAL BULACAN, INC."
030140009001,KAIROS MATERNITY AND GENERAL HOSPITAL
30140009001,KAIROS MATERNITY AND GENERAL HOSPITAL
030140010001,"MATEO'S DIAGNOSTIC CLINIC AND GENERAL HOSPITAL, INC."
30140010001,"MATEO'S DIAGNOSTIC CLINIC AND GENERAL HOSPITAL, INC."
030140011001,OFELIA L. MENDOZA MATERNITY AND GENERAL HOSPITAL
30140011001,OFELIA L. MENDOZA MATERNITY AND GENERAL HOSPITAL
030140012001,EMMANUEL HOSPITAL
30140012001,EMMANUEL HOSPITAL
030140013001,"STA. CRUZ MULTISPECIALTY HOSPITAL, INC."
30140013001,"STA. CRUZ MULTISPECIALTY HOSPITAL, INC."
030140014001,SNH BUSTOS CORPORATION
30140014001,SNH BUSTOS CORPORATION
030140015001,"MARILAO ST. MICHAEL FAMILY HOSPITAL, INC."
30140015001,"MARILAO ST. MICHAEL FAMILY HOSPITAL, INC."
030140016001,DR. MAGDALENA S. REYES MEMORIAL HOSPITAL
30140016001,DR. MAGDALENA S. REYES MEMORIAL HOSPITAL
030140017001,"GRAMAN MEDICAL AND MATERNITY HOSPITAL, INC."
30140017001,"GRAMAN MEDICAL AND MATERNITY HOSPITAL, INC."
030140018001,HEALTHWAY QUALIMED HOSPITAL SAN JOSE DEL MONTE
30140018001,HEALTHWAY QUALIMED HOSPITAL SAN JOSE DEL MONTE
030140019001,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - BALIWAG, INC."
30140019001,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - BALIWAG, INC."
030140020001,"MEYCAUAYAN DOCTORS HOSPITAL AND MEDICAL CENTER, INC."
30140020001,"MEYCAUAYAN DOCTORS HOSPITAL AND MEDICAL CENTER, INC."
030140021001,"ALLIED CARE EXPERTS (ACE) MALOLOS DOCTORS, INC."
30140021001,"ALLIED CARE EXPERTS (ACE) MALOLOS DOCTORS, INC."
030140022001,NAZARENUS COLLEGE FOUNDATION HOSPITAL
30140022001,NAZARENUS COLLEGE FOUNDATION HOSPITAL
030140023001,SUPER HEALTH CENTER
30140023001,SUPER HEALTH CENTER
030140024001,MEYCAUAYAN CITY HEALTH UNIT VI
30140024001,MEYCAUAYAN CITY HEALTH UNIT VI
030140025001,BALIUAG RURAL HEALTH UNIT II
30140025001,BALIUAG RURAL HEALTH UNIT II
030140026001,PANDI RURAL HEALTH UNIT
30140026001,PANDI RURAL HEALTH UNIT
030140027001,CITY OF MALOLOS RURAL HEALTH UNIT II
30140027001,CITY OF MALOLOS RURAL HEALTH UNIT II
030140028001,RHU V SAN MIGUEL BULACAN SUPER HEALTH  CENTER
30140028001,RHU V SAN MIGUEL BULACAN SUPER HEALTH  CENTER
030140029001,SANTA MARIA RURAL HEALTH UNIT V
30140029001,SANTA MARIA RURAL HEALTH UNIT V
030140030001,RURAL HEALTH UNIT- 5
30140030001,RURAL HEALTH UNIT- 5
030140031001,SAN ILDEFONSO MAIN HEALTH CENTER III
30140031001,SAN ILDEFONSO MAIN HEALTH CENTER III
030140032001,MEYCAUAYAN CITY HEALTH UNIT 8
30140032001,MEYCAUAYAN CITY HEALTH UNIT 8
030140033001,CITY OF MALOLOS RURAL HEALTH UNIT VI
30140033001,CITY OF MALOLOS RURAL HEALTH UNIT VI
030140034001,HAGONOY RURAL HEALTH UNIT III
30140034001,HAGONOY RURAL HEALTH UNIT III
030140035001,CITY OF MALOLOS RURAL HEALTH UNIT IV
30140035001,CITY OF MALOLOS RURAL HEALTH UNIT IV
030140036001,BALIUAG RURAL HEALTH UNIT III
30140036001,BALIUAG RURAL HEALTH UNIT III
030140037001,SANTA MARIA RURAL HEALTH UNIT VI
30140037001,SANTA MARIA RURAL HEALTH UNIT VI
030140038001,SAN ILDEFONSO MAIN HEALTH CENTER II
30140038001,SAN ILDEFONSO MAIN HEALTH CENTER II
030140039001,GUIGUINTO RURAL HEALTH UNIT I
30140039001,GUIGUINTO RURAL HEALTH UNIT I
030140040001,PLARIDEL RURAL HEALTH UNIT II
30140040001,PLARIDEL RURAL HEALTH UNIT II
030140041001,PULILAN RURAL HEALTH UNIT II
30140041001,PULILAN RURAL HEALTH UNIT II
030140042001,SANTA MARIA RURAL HEALTH UNIT III
30140042001,SANTA MARIA RURAL HEALTH UNIT III
030140043001,RHU 5 BALIWAG CITY SUPER HEALTH CENTER
30140043001,RHU 5 BALIWAG CITY SUPER HEALTH CENTER
030140044001,MEYCAUAYAN CITY HEALTH UNIT 9
30140044001,MEYCAUAYAN CITY HEALTH UNIT 9
030140045001,SANTA MARIA RURAL HEALTH UNIT IV
30140045001,SANTA MARIA RURAL HEALTH UNIT IV
030140046001,CITY HEALTH CENTER XIV
30140046001,CITY HEALTH CENTER XIV
030140047001,PANDI RURAL HEALTH UNIT II
30140047001,PANDI RURAL HEALTH UNIT II
030140048001,SAN RAFAEL RURAL HEALTH UNIT III AND BIRTHING STATION
30140048001,SAN RAFAEL RURAL HEALTH UNIT III AND BIRTHING STATION
030140049001,CITY HEALTH CENTER V
30140049001,CITY HEALTH CENTER V
030140050001,NORZAGARAY RURAL HEALTH UNIT III
30140050001,NORZAGARAY RURAL HEALTH UNIT III
030140051001,HAGONOY RURAL HEALTH UNIT IV
30140051001,HAGONOY RURAL HEALTH UNIT IV
030140052001,MARILAO RURAL HEALTH UNIT I
30140052001,MARILAO RURAL HEALTH UNIT I
030140053001,MEYCAUAYAN CITY HEALTH UNIT IV
30140053001,MEYCAUAYAN CITY HEALTH UNIT IV
030490001001,STO. DOMINGO DISTRICT HOSPITAL
30490001001,STO. DOMINGO DISTRICT HOSPITAL
030490002001,EDUARDO L. JOSON MEMORIAL HOSPITAL
30490002001,EDUARDO L. JOSON MEMORIAL HOSPITAL
030490003001,GAPAN DISTRICT HOSPITAL
30490003001,GAPAN DISTRICT HOSPITAL
030490004001,SAN LEONARDO HOSPITAL
30490004001,SAN LEONARDO HOSPITAL
030490005001,TALAVERA GENERAL HOSPITAL
30490005001,TALAVERA GENERAL HOSPITAL
030490006001,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER
30490006001,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER
030490007001,DR. GLORIA D. LACSON GENERAL HOSPITAL
30490007001,DR. GLORIA D. LACSON GENERAL HOSPITAL
030490008001,NUEVA ECIJA MEDICS HOSPITAL
30490008001,NUEVA ECIJA MEDICS HOSPITAL
030490009001,DR. APOLLO Q. DUQUE MEMORIAL HOSPITAL
30490009001,DR. APOLLO Q. DUQUE MEMORIAL HOSPITAL
030490010001,NUEVA ECIJA DOCTORS HOSPITAL INC.
30490010001,NUEVA ECIJA DOCTORS HOSPITAL INC.
030490011001,"SAINT DOMINIC GENERAL HOSPITAL, INC."
